id,referenced_tweets,possibly_sensitive,public_metrics,context_annotations,lang,created_at,geo,text,source,in_reply_to_user_id,conversation_id,reply_settings,entities,author_id,attachments
1522150606126960640,,False,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040666972', 'name': 'The New York Times'}}]",en,2022-05-05T09:45:59.000Z,,"Oh fuck you @nytimes, this isnt even a word

Wordle 320 X/6

🟨⬛⬛⬛🟨
⬛🟩⬛⬛⬛
⬛🟩🟨⬛🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟨🟩⬛🟩🟩",Twitter for Android,,1522150606126960640,everyone,"{'mentions': [{'start': 12, 'end': 20, 'username': 'nytimes', 'id': '807095'}]}",738417051883147264,
1522150595863457792,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:56.000Z,,"Wordle (ES)  #119 6/6

⬜🟩🟨⬜⬜
🟩🟩⬜⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/HM0HuiDEXt",Twitter for Android,,1522150595863457792,everyone,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/HM0HuiDEXt', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",179469438,
1522150582567727105,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:53.000Z,,"Wordle 320 6/6

⬛⬛🟨⬛⬛
🟨⬛⬛🟨⬛
⬛🟩⬛⬛🟨
🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩 phew!",Twitter for iPhone,,1522150582567727105,everyone,,1535759593,
1522150579874717696,,False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",es,2022-05-05T09:45:53.000Z,,"Wordle (ES)  #119 X/6

PERO VAMOS A VER

⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩⬜🟩
 https://t.co/0kFC2bBenH",Twitter for iPhone,,1522150579874717696,everyone,"{'urls': [{'start': 78, 'end': 101, 'url': 'https://t.co/0kFC2bBenH', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",71537109,
1522150575491608577,"[{'type': 'retweeted', 'id': '1522074886558076929'}]",False,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:52.000Z,,"RT @Thorman_Lungie: Wordle 320 3/6

⬜🟨⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩",Twitter for iPad,,1522150575491608577,everyone,"{'mentions': [{'start': 3, 'end': 18, 'username': 'Thorman_Lungie', 'id': '121959960'}]}",861696753493397504,
1522150574073860098,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:51.000Z,,"Wordle 320 4/6*

⬜🟨⬜⬜🟨
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,,1522150574073860098,everyone,,36297485,
1522150572530573312,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:51.000Z,,"Wordle (ES)  #119 5/6

🟨🟨⬜⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/FeNwKPvYfN",Twitter Web App,,1522150572530573312,everyone,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/FeNwKPvYfN', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",307558735,
1522150572241178628,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:51.000Z,,"Wordle (ES)  #119 6/6

⬜⬜⬜⬜🟩
🟨🟨⬜🟨⬜
🟨🟨⬜🟨⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/TN3mjumx4d",Twitter for Android,,1522150572241178628,everyone,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/TN3mjumx4d', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",2783691767,
1522150565085650944,"[{'type': 'replied_to', 'id': '1522093694219862017'}]",False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:49.000Z,,"@nelson4gina @nelson4gina, doh!
Wordle 320 5/6*

⬛🟨⬛⬛⬛
🟩🟩⬛⬛🟨
🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩 https://t.co/WIy932nGY2",Twitter for iPad,271598320,1522093694219862017,everyone,"{'urls': [{'start': 79, 'end': 102, 'url': 'https://t.co/WIy932nGY2', 'expanded_url': 'https://twitter.com/mypersonalhell/status/1522150565085650944/photo/1', 'display_url': 'pic.twitter.com/WIy932nGY2', 'media_key': '16_1522150559796666371'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'nelson4gina', 'id': '271598320'}, {'start': 13, 'end': 25, 'username': 'nelson4gina', 'id': '271598320'}]}",31772762,{'media_keys': ['16_1522150559796666371']}
1522150554079744000,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:46.000Z,,"Wordle 320 4/6

⬛⬛🟨🟩⬛
⬛⬛🟩🟩⬛
⬛🟩⬛⬛⬛
🟩🟩🟩🟩🟩",Twitter for iPhone,,1522150554079744000,everyone,,14642068,
1522150551110266881,"[{'type': 'replied_to', 'id': '1522123782168666112'}]",False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",es,2022-05-05T09:45:46.000Z,,"@arolapoch La letra amarilla me ha salvado el sexwordle de hoy 👏🏼👏🏼. Wordle personalizado 3/6

⬜⬜⬜⬜🟩
🟨⬜⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/4kyTRo0W0s",Twitter for iPhone,847820388,1522123782168666112,everyone,"{'urls': [{'start': 114, 'end': 137, 'url': 'https://t.co/4kyTRo0W0s', 'expanded_url': 'https://wordle.danielfrg.com/personalizada/?p=U2FsdGVkX18e%2F%2FIVYthxbqPVOrT2eSTs31dHcHub2jI%3D&t=false', 'display_url': 'wordle.danielfrg.com/personalizada/…'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'arolapoch', 'id': '847820388'}]}",2375811612,
1522150524480536576,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:39.000Z,,"Wordle (ES)  #119 5/6

⬜⬜🟨⬜🟩
⬜⬜⬜⬜🟨
⬜🟨🟨🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/Ph7H9wdOLt",Twitter for iPhone,,1522150524480536576,everyone,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/Ph7H9wdOLt', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",612680711,
1522150515030863874,"[{'type': 'replied_to', 'id': '1521985522197045248'}]",False,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:37.000Z,,"@albolt76 @dawardle Didn’t quite work. That 4th line was my attempt to check as many new letters 😣

Wordle 320 X/6

⬛⬛⬛⬛🟨
⬛🟩🟨⬛🟨
⬛🟩⬛🟩🟩
⬛🟨⬛⬛⬛
🟩🟩⬛🟩🟩
🟩🟩⬛🟩🟩",Twitter for iPhone,1160130818678972416,1521985522197045248,everyone,"{'mentions': [{'start': 0, 'end': 9, 'username': 'albolt76', 'id': '1160130818678972416'}, {'start': 10, 'end': 19, 'username': 'dawardle', 'id': '1165789231'}]}",3183297362,
1522150514296721409,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",es,2022-05-05T09:45:37.000Z,,"Wordle Científico #53 5/6

⬜🟨⬜🟨⬜⬜
🟨🟩🟩🟩⬜🟩
⬜🟩🟩🟩🟩🟩
⬜🟩🟩🟩🟩🟩
🟩🟩🟩🟩🟩🟩
 https://t.co/2snRhnG5hL",Twitter for Android,,1522150514296721409,everyone,"{'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/2snRhnG5hL', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521711979752136704/Qr2DllcV?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521711979752136704/Qr2DllcV?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/ciencia/index.html'}]}",1030915976,
1522150506205958146,"[{'type': 'retweeted', 'id': '1521995762787254272'}]",True,"{'retweet_count': 139, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:35.000Z,,"RT @thatzaddyzick: Wordle 319 3/6

🟨⬜⬜🟩⬜
⬜🟨🟩🟩🟨
🟩🟩🟩🟩🟩 https://t.co/zpdYf1tfVf",Twitter for Android,,1522150506205958146,everyone,"{'urls': [{'start': 53, 'end': 76, 'url': 'https://t.co/zpdYf1tfVf', 'expanded_url': 'https://twitter.com/thatzaddyzick/status/1521995762787254272/photo/1', 'display_url': 'pic.twitter.com/zpdYf1tfVf', 'media_key': '3_1521995758341267458'}], 'mentions': [{'start': 3, 'end': 17, 'username': 'thatzaddyzick', 'id': '1228018114555592704'}]}",4757728611,{'media_keys': ['3_1521995758341267458']}
1522150499390263297,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:33.000Z,,"Wordle (ES)  #119 3/6

⬜⬜⬜⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/OxnGLMdcZJ",Twitter for Android,,1522150499390263297,everyone,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/OxnGLMdcZJ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",2771106784,
1522150493946056704,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:32.000Z,,"Wordle 320 4/6

⬛⬛⬛⬛🟨
⬛🟨🟨⬛⬛
⬛⬛🟩⬛🟨
🟩🟩🟩🟩🟩",Twitter for Android,,1522150493946056704,everyone,,2968700363,
1522150483799986182,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:30.000Z,,"Wordle (ES)  #119 6/6

🟨⬜⬜🟨⬜
⬜🟨⬜⬜🟨
⬜🟨🟨⬜🟩
🟨🟩⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/ODmU2s3A6U",Twitter for iPhone,,1522150483799986182,everyone,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/ODmU2s3A6U', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",140850588,
1522150482885718016,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:29.000Z,,"Wordle 320 6/6

⬛⬛⬛🟩⬛
⬛🟨🟨⬛⬛
⬛⬛⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",Twitter for iPhone,,1522150482885718016,everyone,,1192542912200028160,
1522150468792860672,,False,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",en,2022-05-05T09:45:26.000Z,,"Wordle (ES)  #119 5/6

🟨🟨⬜⬜⬜
🟨🟩🟨🟨⬜
🟩🟩🟨🟨⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/yi5gxoGXzr",Twitter for iPhone,,1522150468792860672,everyone,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/yi5gxoGXzr', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1253258639030341633,
