id,source,reply_settings,conversation_id,text,lang,public_metrics,possibly_sensitive,author_id,context_annotations,created_at,entities,geo,in_reply_to_user_id,referenced_tweets,attachments
1522237655643217920,Twitter for Android,everyone,1522237655643217920,"Wordle 320 3/6

⬜⬜⬜🟩⬜
🟨🟩⬜🟩⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,30253546,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:53.000Z,,{'place_id': '27d5b5a8109d1f54'},,,
1522237655261454336,Twitter Web App,everyone,1522237655261454336,"ポケモンWordle 3/10

⬛⬛⬛⬛🟨
🟩🟨⬛⬛🟩
🟩🟩🟩🟩🟩

https://t.co/a5XzH7TxOB
 #ポケモンWordle",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,14182132,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-05-05T15:31:53.000Z,"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/a5XzH7TxOB', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 61, 'end': 72, 'tag': 'ポケモンWordle'}]}",,,,
1522237653457915904,Twitter for Android,everyone,1522237653457915904,"Wordle (ES)  #119 5/6

⬛🟩⬛⬛⬛
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩
 https://t.co/RIBqv6eQio",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,578676784,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:53.000Z,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/RIBqv6eQio', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",,,,
1522237652002557954,Twitter for Android,everyone,1522237652002557954,"Close one!

Wordle 320 6/6

⬜🟨⬜⬜🟨
🟨⬜🟨⬜⬜
🟨🟨⬜⬜⬜
⬜🟩⬜🟩🟩
🟨🟩⬜🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1076140110968688640,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:52.000Z,,,,,
1522237650912038917,Twitter for Android,everyone,1522120696398323712,"@PaulaCaDi Zorra.

Wordle (ES)  #119 5/6

⬜⬜⬜🟨⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/nr9ehKyLUT",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,885428547803906048,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:52.000Z,"{'urls': [{'start': 73, 'end': 96, 'url': 'https://t.co/nr9ehKyLUT', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'PaulaCaDi', 'id': '999259010'}]}",,999259010,"[{'type': 'replied_to', 'id': '1522120696398323712'}]",
1522237647896608768,Twitter for Android,everyone,1522237647896608768,"ポケモンWordle 3/10

⬛⬛⬛⬛⬛
⬛🟨🟨🟨⬛
🟩🟩🟩🟩🟩

https://t.co/nlj6Qts30h
 #ポケモンWordle",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,4548676213,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",2022-05-05T15:31:51.000Z,"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/nlj6Qts30h', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 61, 'end': 72, 'tag': 'ポケモンWordle'}]}",,,,
1522237647103561729,Twitter for iPhone,everyone,1492833148211712000,"Wordle 320 4/6

⬛⬛🟨⬛🟨
🟨🟩⬛🟩⬛
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",False,1274861278956269568,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:51.000Z,,,1274861278956269568,"[{'type': 'replied_to', 'id': '1521722837307953152'}]",
1522237647066116097,Twitter for iPhone,everyone,1522237647066116097,"Wordle 321 6/6

🟨⬜🟩⬜⬜
⬜⬜🟨⬜⬜
⬜⬜🟨⬜⬜
⬜🟨🟩🟨⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,122712960,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:51.000Z,,,,,
1522237645761712128,Twitter for Android,everyone,1522237645761712128,"Wordle 321 5/6

⬜🟨🟨🟨⬜
🟨🟨🟨⬜⬜
⬜🟩⬜🟨🟨
⬜⬜⬜🟨⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,834364918954536960,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:51.000Z,,,,,
1522237644486615041,Twitter for Android,everyone,1522237644486615041,"なるほど！
Wordle 321 4/6

⬜⬜🟨🟨⬜
🟩🟨🟨⬜⬜
🟨⬜🟩⬜⬜
🟩🟩🟩🟩🟩",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",False,1231538856240893953,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:50.000Z,,,,,
1522237633979568131,Twitter for iPhone,everyone,1522237633979568131,"#한글 #워들 #Korean #Wordle https://t.co/JkJ2mEVIxv 200 5/6

⬜⬜🟨🟨⬜
🟨⬜⬜🟨⬜
🟩⬜⬜🟩🟩
⬜⬜⬜⬜⬜
🟩🟩🟩🟩🟩

나중간에어이가없어서선택지줄이려고한줄낭비함ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이게무슨단언데",ko,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,819162337273708544,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:48.000Z,"{'urls': [{'start': 24, 'end': 47, 'url': 'https://t.co/JkJ2mEVIxv', 'expanded_url': 'http://k-wordle.com', 'display_url': 'k-wordle.com', 'status': 200, 'title': 'Korean Wordle - 한글 워들', 'description': 'Korean Wordle clone', 'unwound_url': 'https://nakosung.github.io/wordle/'}], 'hashtags': [{'start': 0, 'end': 3, 'tag': '한글'}, {'start': 4, 'end': 7, 'tag': '워들'}, {'start': 8, 'end': 15, 'tag': 'Korean'}, {'start': 16, 'end': 23, 'tag': 'Wordle'}]}",,,,
1522237631941074945,Twitter Web App,everyone,1522237631941074945,"Wordle 321 5/6

⬜🟨🟨🟨⬜
⬜⬜🟨🟨🟩
🟨🟨⬜🟨🟩
🟩⬜🟨🟨🟩
🟩🟩🟩🟩🟩
凡ミス2回も",ja,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,53133627,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:47.000Z,,,,,
1522237627407081472,Twitter for iPhone,everyone,1522237627407081472,"Wordle 320 4/6

⬛🟨⬛⬛⬛
🟨🟩⬛🟩⬛
🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,3245439997,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:46.000Z,,,,,
1522237627235196928,Twitter for Android,everyone,1522237627235196928,"3.pokus 👍, 10 minut 👎
https://t.co/dhVYmIb8do den 110. [3/6]

⬜⬜⬜⬜🟩
⬜⬜🟨⬜🟩
🟩🟩🟩🟩🟩
#hadejSlova #den110 #krok3
Čas: 10min 32s
Česká verze Wordle
 https://t.co/RXIoXnwvjZ",cs,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,1479384600166154241,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:46.000Z,"{'urls': [{'start': 22, 'end': 45, 'url': 'https://t.co/dhVYmIb8do', 'expanded_url': 'http://HadejSlova.cz', 'display_url': 'HadejSlova.cz'}, {'start': 142, 'end': 165, 'url': 'https://t.co/RXIoXnwvjZ', 'expanded_url': 'https://hadejslova.cz/', 'display_url': 'hadejslova.cz', 'images': [{'url': 'https://pbs.twimg.com/news_img/1522292708483768321/JPXBFWfM?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1522292708483768321/JPXBFWfM?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'HádejSlova.cz - Česká verze logické hry Wordle.', 'description': 'Denní rozvička pro váš mozek. Česká verze Wordle. Uhodněte slovo na 6 pokusů a porovnejte své výsledky s kamarády. Nové slovo každý den v 18:00.', 'unwound_url': 'https://hadejslova.cz/'}], 'hashtags': [{'start': 80, 'end': 91, 'tag': 'hadejSlova'}, {'start': 92, 'end': 99, 'tag': 'den110'}, {'start': 100, 'end': 106, 'tag': 'krok3'}]}",,,,
1522237625985167360,Twitter for Android,everyone,1522237625985167360,"Wordle 321 4/6

⬜⬜⬜⬜⬜
🟩⬜🟨⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,71821253,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:46.000Z,,,,,
1522237621031866368,Twitter Web App,everyone,1522237621031866368,"Wordle Tildes #66 5/6

🟨🟨🟨⬜⬜⬜
🟨🟩🟨⬜🟨⬜
⬜🟩⬜⬜⬜⬜
⬜⬜🟨🟨⬜⬜
🟩🟩🟩🟩🟩🟩
 https://t.co/DadXdY0e43",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,114642630,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:45.000Z,"{'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/DadXdY0e43', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",,,,
1522237620776062976,Twitter Web App,mentionedUsers,1522237620776062976,"@nobrowsing Wordle 320 X/6

⬜⬜⬜🟩⬜
⬜⬜⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1427600421766549545,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:45.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'nobrowsing', 'id': '1427600421766549545'}]}",,1427600421766549545,,
1522237613486182403,Twitter for iPhone,everyone,1522237613486182403,"Wordle 321 3/6

⬛⬛🟨⬛🟩
🟨🟨⬛🟨🟩
🟩🟩🟩🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",False,1435992719545880579,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:43.000Z,,,,,
1522237610328043523,Twitter for iPhone,everyone,1522237610328043523,"Very first one I didn’t get. 

Wordle 320 X/6

⬛⬛⬛⬛🟨
⬛⬛🟨⬛⬛
⬛🟨⬛🟨🟨
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩",en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",False,881442043,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-05T15:31:42.000Z,,,,,
