id,created_at,reply_settings,conversation_id,possibly_sensitive,text,entities,source,public_metrics,context_annotations,author_id,lang,referenced_tweets,in_reply_to_user_id,geo,attachments
1521808142337777666,2022-05-04T11:05:09.000Z,everyone,1521808142337777666,False,"Wordle 319 5/6

⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟨🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",825828568466849792,en,,,,
1521808138638225408,2022-05-04T11:05:08.000Z,everyone,1521808138638225408,False,"Wordle 319 4/6

⬜⬜🟩⬜⬜
⬜🟩🟩⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",562865802,en,,,,
1521808134934863874,2022-05-04T11:05:07.000Z,everyone,1521808134934863874,False,"Wordle 319 2/6

⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩 (heh)",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",940559453635665925,en,,,,
1521808133013880832,2022-05-04T11:05:07.000Z,everyone,1521808133013880832,False,"Wordle Tildes #65 5/6

⬜⬜🟩🟨⬜⬜⬜
⬜⬜🟩⬜🟨⬜⬜
⬜🟨🟨🟨🟨⬜⬜
⬜🟩🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩
Puta vida https://t.co/vNDzMG2mBa","{'urls': [{'start': 73, 'end': 96, 'url': 'https://t.co/vNDzMG2mBa', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1419579047844134913,en,,,,
1521808122440003586,2022-05-04T11:05:04.000Z,everyone,1521808122440003586,False,"Wordle 319 3/6

🟨⬛⬛🟩⬛
⬛🟨🟩🟩🟨
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1262537209674190849,en,,,,
1521808121274028038,2022-05-04T11:05:04.000Z,everyone,1521808121274028038,False,"Wordle 319 5/6

⬛⬛⬛⬛🟨
🟩⬛⬛🟨⬛
🟩⬛🟨🟨⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",885925238478864384,en,,,,
1521808099333476352,2022-05-04T11:04:59.000Z,everyone,1521808099333476352,False,"Wordle 319 3/6

🟩⬛🟩🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",484132989,en,,,,
1521808097949401088,2022-05-04T11:04:59.000Z,everyone,1488787503238766593,False,"@Andy_Routledge @AndrewSteel88 @Ginga_Macca @RealPaul8rown @Jordy_Chubb Wordle 319 5/6

⬜⬜🟩⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩","{'mentions': [{'start': 0, 'end': 15, 'username': 'Andy_Routledge', 'id': '428425950'}, {'start': 16, 'end': 30, 'username': 'AndrewSteel88', 'id': '13674762'}, {'start': 31, 'end': 43, 'username': 'Ginga_Macca', 'id': '509933555'}, {'start': 44, 'end': 58, 'username': 'RealPaul8rown', 'id': '27894376'}, {'start': 59, 'end': 71, 'username': 'Jordy_Chubb', 'id': '823076198'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",82341613,en,"[{'type': 'replied_to', 'id': '1521797895619555328'}]",428425950,,
1521808083235844098,2022-05-04T11:04:55.000Z,everyone,1521808083235844098,False,"Wordle Científico #52 4/6

⬜⬜⬜🟨⬜
⬜🟩⬜🟩⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/SBarXzbLbc","{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/SBarXzbLbc', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/', 'display_url': 'wordle.danielfrg.com/ciencia/'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",227376785,es,,,,
1521808082128576513,2022-05-04T11:04:55.000Z,everyone,1521808082128576513,False,"It’s been a while 😎

Wordle 319 3/6

🟨⬜⬜🟩⬜
⬜🟨🟨🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",424225525,en,,,,
1521808078068498434,2022-05-04T11:04:54.000Z,everyone,1521808078068498434,False,"Wordle 319 3/6

🟨⬜🟨⬜🟩
⬜🟨🟩🟩🟩
🟩🟩🟩🟩🟩
#ptbowordlechallenge","{'hashtags': [{'start': 34, 'end': 54, 'tag': 'ptbowordlechallenge'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",155275285,en,,,,
1521808077418373120,2022-05-04T11:04:54.000Z,everyone,1521808077418373120,False,"Wordle 319 3/6

🟩⬛🟩🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",719824844813111296,en,,,,
1521808068488704002,2022-05-04T11:04:52.000Z,everyone,1521808068488704002,False,"Wordle 319 3/6

⬜🟩⬜🟨⬜
⬜🟩🟩⬜🟨
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2502184286,en,,,,
1521808063518449666,2022-05-04T11:04:50.000Z,everyone,1521808063518449666,False,"Wordle 319 4/6

🟩⬛🟩🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1551575198,en,,,,
1521808060888494080,2022-05-04T11:04:50.000Z,everyone,1521808060888494080,False,"Wordle 319 2/6

🟨⬛⬛🟩⬛
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",247631768,en,,,,
1521808055461191680,2022-05-04T11:04:48.000Z,everyone,1521808055461191680,False,"Wordle 319 5/6

⬜⬜⬜🟨⬜
⬜🟩⬜⬜⬜
⬜🟩⬜⬜🟨
⬜🟩⬜🟩⬜
🟩🟩🟩🟩🟩",,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",230229849,en,,,,
1521808049425559553,2022-05-04T11:04:47.000Z,everyone,1521808049425559553,False,"Wordle 319 3/6*

🟨⬛🟩⬛⬛
⬛⬛🟩🟨🟨
🟩🟩🟩🟩🟩",,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",16384517,en,,,,
1521808042983149568,2022-05-04T11:04:45.000Z,everyone,1521808042983149568,False,"Wordle Tildes #65 4/6 

⬜⬜🟨🟨🟨⬜⬜
🟩⬜⬜🟨🟨⬜⬜
🟩🟨🟨⬜🟨⬜🟨
🟩🟩🟩🟩🟩🟩🟩
 https://t.co/xHs5fBOkQt","{'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/xHs5fBOkQt', 'expanded_url': 'https://wordle.danielfrg.com/tildes/index.html', 'display_url': 'wordle.danielfrg.com/tildes/index.h…'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1373726939668746249,en,,,,
1521808025517973504,2022-05-04T11:04:41.000Z,everyone,1521808025517973504,False,"Wordle 319 3/6

⬜⬜⬜🟨🟩
⬜🟨⬜⬜🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",327174704,en,,,,
1521808023651561472,2022-05-04T11:04:41.000Z,everyone,1521808023651561472,False,"Wordle 319 3/6

🟨⬛⬛🟩⬛
⬛🟨⬛🟩⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1167987899658395649,en,,,,
1521808022431047680,2022-05-04T11:04:41.000Z,everyone,1521808022431047680,False,"Wordle 319 4/6

⬜⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

Game #100 💪🏻",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",842663316,en,,,,
1521808020753293312,2022-05-04T11:04:40.000Z,everyone,1521808020753293312,False,"Wordle 319 2/6

🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",287648473,en,,,,
1521808011890733057,2022-05-04T11:04:38.000Z,everyone,1521808011890733057,False,"Wordle (ES)  #118 2/6

⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩

😃😃
 https://t.co/UR65KFmnIL","{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/UR65KFmnIL', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1172582224757231617,en,,,,
1521808002969481216,2022-05-04T11:04:36.000Z,everyone,1521808002969481216,False,"Wordle 319 3/6

⬛⬛⬛⬛⬛
⬛🟩⬛🟨⬛
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",98285759,en,,,,
1521807985953157120,2022-05-04T11:04:32.000Z,everyone,1521807985953157120,False,"Wordle 319 3/6

🟨⬛🟩⬛⬛
⬛⬛🟩🟨⬛
🟩🟩🟩🟩🟩",,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",112738006,en,,,,
1521807980458655745,2022-05-04T11:04:31.000Z,everyone,1521807980458655745,False,"Wordle 319 5/6

🟨⬛⬛🟩⬛
⬛⬛🟩🟩🟨
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",249146357,en,,,,
1521807975370964993,2022-05-04T11:04:29.000Z,everyone,1521807975370964993,False,"Wordle 319 3/6

🟩⬜🟩⬜⬜
🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩
💁🏼‍♀️",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",199398224,en,,,,
1521807967422611457,2022-05-04T11:04:27.000Z,everyone,1521807967422611457,False,"Wordle (ES)  #118 5/6

⬜⬜🟨⬜🟩
⬜⬜⬜⬜⬜
⬜🟩⬜⬜🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/YoVZdXACMx","{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/YoVZdXACMx', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",6115852,en,,,,
1521807965073940481,2022-05-04T11:04:27.000Z,everyone,1521807965073940481,False,"Wordle (ES)  #118 3/6

⬜🟨⬜🟨⬜
🟨🟨⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/g2Fg3mfvEX","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/g2Fg3mfvEX', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1272242752693116930,en,,,,
1521807964537077760,2022-05-04T11:04:27.000Z,everyone,1521807964537077760,False,"Wednesday Wordle 319 3/6

🟨⬛⬛🟩⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩",,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",17402480,en,,,,
1521807962871939074,2022-05-04T11:04:26.000Z,everyone,1521807962871939074,False,"Wordle Científico #52 4/6

⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/xnMcXPqT02","{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/xnMcXPqT02', 'expanded_url': 'https://wordle.danielfrg.com/ciencia/index.html', 'display_url': 'wordle.danielfrg.com/ciencia/index.…'}]}",Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1313125986448351232,es,,,,
1521807962859352066,2022-05-04T11:04:26.000Z,everyone,1521807962859352066,False,"Wordle (ES)  #118 3/6

⬜⬜⬜🟨🟨
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩

https://t.co/uYrbE51IXs","{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/uYrbE51IXs', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",132856971,en,,,,
