id,conversation_id,reply_settings,lang,entities,possibly_sensitive,source,public_metrics,text,context_annotations,author_id,created_at,referenced_tweets,in_reply_to_user_id,attachments,geo
1521732983211888642,1521732983211888642,everyone,en,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/LqTwoZRmma', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 5/6

⬜⬜⬜🟨🟨
🟨🟨⬜⬜🟨
⬜🟨🟨⬜🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/LqTwoZRmma","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",267756801,2022-05-04T06:06:30.000Z,,,,
1521732974110298112,1521732974110298112,everyone,en,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/gVwzNU1bJE', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 4/6

⬜⬜🟨⬜🟩
🟨⬜⬜⬜🟩
⬜⬜⬜🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/gVwzNU1bJE","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",112816716,2022-05-04T06:06:28.000Z,,,,
1521732967764140032,1495295658353315840,everyone,th,"{'urls': [{'start': 43, 'end': 66, 'url': 'https://t.co/lGJkZO2hl7', 'expanded_url': 'https://bit.ly/wordlethai', 'display_url': 'bit.ly/wordlethai', 'status': 200, 'title': 'เวิร์ดเดลไทย - Thai Wordle', 'description': 'Wordle ฉบับภาษาไทย', 'unwound_url': 'https://buddhistuniversity.net/wordle-thai/'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","เวิร์ดเดล 98 4/6

🟩⬜🟨🟨⬜
🟩🟨⬜🟩⬜
🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩

https://t.co/lGJkZO2hl7",,946067305879842819,2022-05-04T06:06:26.000Z,"[{'type': 'replied_to', 'id': '1520814694390329345'}]",946067305879842819,,
1521732956125122561,1521732956125122561,everyone,ca,"{'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/BtXcWPrgJa', 'expanded_url': 'http://wordle.gelozp.com', 'display_url': 'wordle.gelozp.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1520479054184468480/yryaukBy?format=png&name=orig', 'width': 400, 'height': 400}, {'url': 'https://pbs.twimg.com/news_img/1520479054184468480/yryaukBy?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'WordleCAT - Un mot diari', 'description': 'Endevina el mot amagat en 6 intents. Cada dia hi ha un nou mot per endevinar.', 'unwound_url': 'https://wordle.gelozp.com/'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'WordleCAT'}]}",False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#WordleCAT 124 5/6

⬜🟨🟩⬜⬜
⬜⬜🟩🟨⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/BtXcWPrgJa.     Avui era obi, pero no he caigut fins el final…😅",,237254076,2022-05-04T06:06:23.000Z,,,,
1521732951439945728,1510513887988264964,everyone,en,,False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

⬜🟩⬜🟨⬜
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",904515648327442433,2022-05-04T06:06:22.000Z,"[{'type': 'replied_to', 'id': '1521396497224413184'}]",904515648327442433,,
1521732947589873664,1521732947589873664,everyone,ja,"{'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/4wLdS1B3Eo', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp', 'images': [{'url': 'https://pbs.twimg.com/news_img/1520627181159784450/oEzApr9k?format=png&name=orig', 'width': 200, 'height': 200}, {'url': 'https://pbs.twimg.com/news_img/1520627181159784450/oEzApr9k?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'ポケモンWordle', 'description': 'ポケモンWordle (ポケモンワードル)は単語当てゲーム「Wordle」のポケモン版。１０回のチャレンジでポケモンの名前を当てよう！', 'unwound_url': 'https://wordle.mega-yadoran.jp/'}], 'hashtags': [{'start': 87, 'end': 98, 'tag': 'ポケモンWordle'}]}",False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","ポケモンWordle 7/10

⬛🟨⬛⬛⬛  ⬛🟨⬛🟩⬛
⬛⬛⬛⬛🟨  🟩🟩🟩🟩🟩
⬛⬛🟨⬛⬛
⬛⬛⬛⬛⬛
⬛⬛⬛🟩⬛

https://t.co/4wLdS1B3Eo
 #ポケモンWordle","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]",4899257058,2022-05-04T06:06:21.000Z,,,,
1521732936881836033,1521732936881836033,everyone,en,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/QKa1OEBtOf', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 4/6

🟨⬜🟨⬜⬜
🟩🟩⬜🟨⬜
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/QKa1OEBtOf","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",373424241,2022-05-04T06:06:19.000Z,,,,
1521732933685751808,1521732933685751808,everyone,en,"{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/rao9P4BI4l', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 6/6

🟨⬜⬜⬜⬜
⬜⬜🟨⬜🟩
⬜🟩⬜⬜🟩
⬜🟩🟨⬜🟩
🟨🟩⬜🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/rao9P4BI4l","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",133021952,2022-05-04T06:06:18.000Z,,,,
1521732929315082240,1521732929315082240,everyone,en,,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 6/6

🟨🟨🟨⬛⬛
🟨🟩🟨⬛⬛
⬛🟩⬛🟨🟨
🟩⬛🟨🟨⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",4100688454,2022-05-04T06:06:17.000Z,,,,
1521732928736161792,1521732928736161792,everyone,en,,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 318 5/6

⬛⬛🟨🟩⬛
🟨⬛⬛🟩⬛
⬛⬛🟨🟩⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3061524822,2022-05-04T06:06:17.000Z,,,,
1521732928216125440,1521732928216125440,everyone,en,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/xvcZIZrn1C', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 3/6

🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/xvcZIZrn1C","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",63564983,2022-05-04T06:06:17.000Z,,,,
1521732928149016579,1521732928149016579,everyone,en,,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 4/6

⬜⬜🟨🟨⬜
⬜🟩⬜🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",20917780,2022-05-04T06:06:17.000Z,,,,
1521732919059963904,1521623134151061504,everyone,en,"{'mentions': [{'start': 0, 'end': 9, 'username': 'albolt76', 'id': '1160130818678972416'}, {'start': 10, 'end': 24, 'username': 'aBitSquirrely', 'id': '1248231058614747137'}, {'start': 25, 'end': 34, 'username': 'dawardle', 'id': '1165789231'}]}",False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@albolt76 @aBitSquirrely @dawardle Wordle 319 4/6

🟨⬜🟨⬜⬜
⬜⬜🟩⬜⬜
⬜⬜🟩🟩🟨
🟩🟩🟩🟩🟩

4 lines... sigh","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",3294291206,2022-05-04T06:06:14.000Z,"[{'type': 'replied_to', 'id': '1521623134151061504'}]",1160130818678972416,,
1521732917147414529,1521732917147414529,everyone,en,,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Anyone else doing Nerdle as well as wordle? It certainly challenges the grey matter 🤣

nerdlegame 105 5/6

🟪⬛🟪🟩⬛🟩⬛⬛
⬛🟩⬛⬛🟪🟩🟩⬛
🟩🟩⬛⬛🟪🟩🟩🟩
🟩🟩🟩⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",20577891,2022-05-04T06:06:14.000Z,,,,
1521732892392534016,1521732892392534016,everyone,ko,"{'urls': [{'start': 11, 'end': 34, 'url': 'https://t.co/9kAozJhfgA', 'expanded_url': 'https://jhlov.github.io/wordle', 'display_url': 'jhlov.github.io/wordle'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","워들 206 5/6
https://t.co/9kAozJhfgA

🟩⬜⬜⬜🟨
🟩🟩⬜⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩",,1505751287404498954,2022-05-04T06:06:08.000Z,,,,
1521732887770456065,1521732885782347776,everyone,fr,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/IX2xW6CoFe', 'expanded_url': 'https://wordle.louan.me', 'display_url': 'wordle.louan.me'}], 'mentions': [{'start': 8, 'end': 17, 'username': 'WordleFR', 'id': '1480029602105995267'}]}",False,Twitter Web App,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Le Mot (@WordleFR) #115 4/6

⬛⬛⬛⬛⬛
⬛🟩⬛🟨🟩
⬛⬛🟨🟨⬛
🟩🟩🟩🟩🟩

https://t.co/IX2xW6CoFe","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1393902207960064001,2022-05-04T06:06:07.000Z,"[{'type': 'replied_to', 'id': '1521732885782347776'}]",1393902207960064001,,
1521732877620330496,1521732877620330496,everyone,en,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/3C0TIloNqG', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 4/6

⬜🟨⬜⬜⬜
🟨⬜⬜🟨🟩
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/3C0TIloNqG","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",757989379818319873,2022-05-04T06:06:05.000Z,,,,
1521732874797518850,1521732874797518850,everyone,en,,False,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 319 3/6

⬛⬛🟩⬛⬛
⬛⬛🟩🟩🟨
🟩🟩🟩🟩🟩","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",1416648151247867906,2022-05-04T06:06:04.000Z,,,,
1521732873975386113,1521732873975386113,everyone,nl,"{'hashtags': [{'start': 0, 'end': 7, 'tag': 'Wordle'}, {'start': 24, 'end': 32, 'tag': 'Woordle'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#Wordle 319 1/6

🟩🟩🟩🟩🟩

#Woordle 319 2/6

🟨⬜🟩⬜🟩
🟩🟩🟩🟩🟩

Zal ik vanavond naar het casino gaan of heb ik nu al gepiekt? 😅","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",833252648,2022-05-04T06:06:04.000Z,,,,
1521732869554688000,1521732869554688000,everyone,en,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/GM0zE5k0Hl', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",False,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #118 4/6

⬜⬜⬜🟨⬜
⬜🟨⬜🟨🟨
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/GM0zE5k0Hl","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",589366853,2022-05-04T06:06:03.000Z,,,,
