id,source,reply_settings,entities,context_annotations,text,conversation_id,lang,possibly_sensitive,created_at,public_metrics,author_id,referenced_tweets,in_reply_to_user_id,geo,attachments
1520206796589305856,Twitter Web App,everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/XcdAKBGHU0', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #113 4/6

⬜⬜🟨🟨🟨
🟨🟨🟨⬜🟩
🟨🟨🟩⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/XcdAKBGHU0",1520206796589305856,en,False,2022-04-30T01:01:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1282475423344009218,,,,
1520206796492791809,Twitter for iPhone,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 314 3/6

🟨🟩⬜🟩⬜
🟩⬜⬜⬜🟩
🟩🟩🟩🟩🟩",1520206796492791809,en,False,2022-04-30T01:01:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",17010412,,,,
1520206746265993217,Twitter for Android,everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/V61zQ3WBA3', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #113 4/6

⬜🟨🟨🟨🟩
🟨🟨🟨⬜🟩
🟨🟨🟨🟨🟩
🟩🟩🟩🟩🟩
 https://t.co/V61zQ3WBA3",1481638911604506628,en,False,2022-04-30T01:01:47.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1255459610,"[{'type': 'replied_to', 'id': '1519650662895792130'}]",1255459610,,
1520206730076041216,Twitter for Android,everyone,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/2rX2cooB8l', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #113 4/6

⬜🟩⬜⬜🟩
⬜🟩🟨⬜⬜
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/2rX2cooB8l",1520206730076041216,en,False,2022-04-30T01:01:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",445183548,,,,
1520206724854333440,Tweetlogix,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","うぐぐ、未知語
とにかく覚えればムダではないと信じたひ😭

Wordle 315 X/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛🟨⬛
🟨🟩⬛🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛",1520206724854333440,ja,False,2022-04-30T01:01:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",119768640,,,,
1520206700770480129,Twitter for iPhone,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 5/6

⬛⬛⬛⬛⬛
⬛⬛⬛⬛🟩
⬛⬛⬛🟨🟩
🟩⬛⬛🟨🟩
🟩🟩🟩🟩🟩",1520206700770480129,en,False,2022-04-30T01:01:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1435806905839112192,,,,
1520206690926350340,Twitter for Android,everyone,,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000607734', 'name': 'NBA Basketball', 'description': 'All the latest basketball action from the NBA.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029190505', 'name': 'Live: NBA Basketball', 'description': 'Live coverage from the National Basketball Association, the top basketball league in North America.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029304530', 'name': 'NBA Basketball'}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1514212032517599235', 'name': '76ers at Raptors'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '706083902411055104', 'name': 'Basketball'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '706083897759543298', 'name': 'Philadelphia 76ers'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706083889454813185', 'name': 'NBA'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1514212032517599235', 'name': '76ers at Raptors'}}, {'domain': {'id': '39', 'name': 'Basketball Game', 'description': 'Sports Event specific to Basketball games'}, 'entity': {'id': '1514212032517599235', 'name': '76ers at Raptors'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Gee ... I really hate sixers
Wordle 315 6/6

🟨⬜⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",1520206690926350340,en,False,2022-04-30T01:01:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1484574422530990086,,,,
1520206683246673920,Twitter for iPhone,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 4/6

🟨⬛⬛⬛⬛
🟩⬛🟨⬛🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩",1520206683246673920,en,False,2022-04-30T01:01:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",713831787064070144,,,,
1520206682155929600,Twitter for iPhone,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 5/6

⬜⬜🟨🟨⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩
知らんて…辞書無いと無理〜",1520206682155929600,ja,False,2022-04-30T01:01:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",75029353,,,,
1520206675537534977,Twitter for Android,everyone,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/JBPzceBpnu', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com', 'images': [{'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1521670739459411968/tTDycHOP?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Un juego de palabras diario', 'description': 'Adivina la palabra oculta en 6 intentos. Un nuevo puzzle cada día.', 'unwound_url': 'https://wordle.danielfrg.com/'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle (ES)  #113 3/6

⬜⬜⬜⬜🟩
⬜🟨🟨🟩🟩
🟩🟩🟩🟩🟩
 https://t.co/JBPzceBpnu",1520206675537534977,en,False,2022-04-30T01:01:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1933892113,,,,
1520206673494921218,Twitter for iPad,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 314 2/6 been a while since I got it in two!

⬛🟩⬛🟩🟨
🟩🟩🟩🟩🟩",1520206673494921218,en,False,2022-04-30T01:01:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",885748470,,,,
1520206634991374338,Twitter for Android,everyone,"{'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/pJlicjiW9Z', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 80, 'end': 91, 'tag': 'ポケモンWordle'}]}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]","ポケモンWordle 6/10

⬛⬛⬛⬛🟨  🟩🟩🟩🟩🟩
⬛⬛🟨⬛⬛
⬛⬛⬛🟩⬛
⬛⬛⬛🟩⬛
⬛⬛⬛🟩🟨

https://t.co/pJlicjiW9Z
 #ポケモンWordle",1520206634991374338,ja,False,2022-04-30T01:01:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",293464759,,,,
1520206631182770176,Twitter for iPhone,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 6/6

⬜⬜⬜⬜🟨
⬜⬜⬜🟨⬜
⬜🟨🟨⬜⬜
⬜🟩🟨⬜⬜
🟩🟩⬜🟨🟨
🟩🟩🟩🟩🟩

危なかった",1491815204392374274,ja,False,2022-04-30T01:01:19.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",131425134,"[{'type': 'replied_to', 'id': '1519695966642659329'}]",131425134,,
1520206627391131648,Twitter for Android,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 6/6*

⬜🟨⬜🟨⬜
🟨🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",1520206627391131648,en,False,2022-04-30T01:01:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",7553202,,,,
1520206587264086017,Twitter for iPhone,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 314 3/6

🟨🟩⬛🟩⬛
⬛🟩🟩🟩🟨
🟩🟩🟩🟩🟩",1520206587264086017,en,False,2022-04-30T01:01:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1492909206550183940,,,,
1520206569090465793,Twitter Web App,everyone,"{'urls': [{'start': 74, 'end': 97, 'url': 'https://t.co/IXxGyDeNMn', 'expanded_url': 'https://wordle.mega-yadoran.jp/', 'display_url': 'wordle.mega-yadoran.jp'}], 'hashtags': [{'start': 99, 'end': 110, 'tag': 'ポケモンWordle'}]}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '10045599546', 'name': 'Pokémon', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable. **NOTE: Annotations redirected to domain 130 ONLY on 8/7/18.'}}]","ポケモンWordle 4/10
(｡･ω´･｡)ﾄﾞﾔｯ
勝てる人いるかな？|ω･` )ﾁﾗｯﾄ
⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬜
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/IXxGyDeNMn
 #ポケモンWordle",1520206569090465793,ja,False,2022-04-30T01:01:04.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1497935104840060928,,,,
1520206562740281350,Twitter for Android,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 X/6

⬜🟨⬜⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜⬜🟨
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟨",1520206562740281350,en,False,2022-04-30T01:01:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1341829388,,,,
1520206548391190528,Twitter for iPhone,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 6/6

⬛🟨🟨⬛⬛
🟨⬛🟨⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟨🟨🟨
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",1520206548391190528,en,False,2022-04-30T01:00:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",156248914,,,,
1520206539398979584,Twitter for Android,everyone,"{'mentions': [{'start': 0, 'end': 9, 'username': 'r_nd_rgh', 'id': '3020323974'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","@r_nd_rgh ➡️ A class full shouting at the one student who has genuinely not picked up on the 🟩 + 🟨 position cues nor the ⬛ out letters that can't be used. 🙃

➡️ You know it was Yr7 on the day 'zesty' was the Wordle. Down to ⬛ESTY and one kid said T. Spelling 101 moment from me. 😆",1520152250974281728,en,False,2022-04-30T01:00:57.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1177548602983321603,"[{'type': 'replied_to', 'id': '1520152250974281728'}]",3020323974,,
1520206538408964097,Twitter for Android,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 4/6

⬜🟨⬜⬜⬜
🟨⬜🟨⬜⬜
⬜🟩⬜⬜🟨
🟩🟩🟩🟩🟩",1520206538408964097,en,False,2022-04-30T01:00:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",920424153538334720,,,{'place_id': '33f9e8492b37cdb1'},
1520206523514957826,Twitter for iPhone,everyone,"{'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/AowFRswwjO', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Zordu..

Wordle Türkçe 315 5/6

⬛⬛🟩⬛🟩
🟨⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟨🟨🟨⬛
🟩🟩🟩🟩🟩

https://t.co/AowFRswwjO",1520206523514957826,tr,False,2022-04-30T01:00:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",105864930,,,,
1520206481765048320,Twitter for iPhone,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 4/6

🟩⬛🟨⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

Cool shape today.",1520206481765048320,en,False,2022-04-30T01:00:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",152435583,,,,
1520206473707597824,Twitter for Android,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 314 3/6

🟨⬛🟩⬛⬛
🟨🟨🟩⬛🟨
🟩🟩🟩🟩🟩",1520206473707597824,en,False,2022-04-30T01:00:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",39441853,,,,
1520206467907080194,Twitter for iPhone,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 6/6

⬜⬜⬜⬜⬜
⬜🟨⬜⬜⬜
⬜⬜🟩⬜⬜
⬜⬜🟩🟨🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩
知らん",1520206467907080194,ja,False,2022-04-30T01:00:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",79979354,,,,
1520206464761036800,Twitter for iPhone,everyone,"{'hashtags': [{'start': 53, 'end': 60, 'tag': 'wordle'}]}","[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 6/6

⬜⬜⬜⬜⬜
⬜⬜🟩⬜⬜
⬜🟩🟩🟩⬜
⬜🟩🟩🟩⬜
🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩

#wordle",1520206464761036800,en,False,2022-04-30T01:00:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1152355298360754176,,,,
1520206464115437568,Twitter for iPhone,everyone,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","Wordle 315 6/6

⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛⬛⬛⬛⬛
⬛🟨⬛⬛⬛
🟩⬛⬛🟨🟩
🟩🟩🟩🟩🟩

欲張って2手目で開けに行ったのがミスだったとは言えそんな単語知らんわ",1520206464115437568,ja,False,2022-04-30T01:00:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2390551736,,,,
